(-5.353521483829094, (9, 11, 0), (3, 5, 1, 9))
(-5.353521483829094, (11, 9, 0), (1, 9, 3, 5))
(-5.250244478167819, (10, 10, 0), (1, 8, 2, 7))
(-5.250244478167819, (10, 10, 0), (2, 7, 1, 8))
(-5.081393268906762, (9, 11, 0), (4, 4, 1, 9))
(-5.08139326890676, (11, 9, 0), (1, 9, 4, 4))
(-5.018114477805178, (9, 11, 0), (1, 7, 4, 6))
(-5.018114477805178, (11, 9, 0), (4, 6, 1, 7))
(-5.010863847045702, (10, 10, 0), (1, 8, 4, 5))
(-5.010863847045702, (10, 10, 0), (4, 5, 1, 8))
(-4.899826056228978, (11, 9, 0), (3, 7, 1, 7))
(-4.899826056228977, (9, 11, 0), (1, 7, 3, 7))
(-4.775180025649805, (10, 10, 0), (1, 8, 3, 6))
(-4.775180025649804, (10, 10, 0), (3, 6, 1, 8))
(-4.499595372387503, (11, 9, 0), (2, 8, 2, 6))
(-4.4995953723875015, (9, 11, 0), (2, 6, 2, 8))
(-4.391608602249028, (11, 9, 0), (5, 5, 2, 6))
(-4.391608602249027, (9, 11, 0), (2, 6, 5, 5))
(-4.175046889853212, (10, 10, 0), (2, 7, 2, 7))
(-3.9372986771380205, (9, 11, 0), (3, 5, 2, 8))
(-3.93729867713802, (11, 9, 0), (2, 8, 3, 5))
(-3.9226417546831107, (11, 9, 0), (5, 5, 3, 5))
(-3.9226417546831103, (9, 11, 0), (3, 5, 5, 5))
(-3.9081443721616234, (9, 11, 0), (2, 6, 4, 6))
(-3.9081443721616234, (11, 9, 0), (4, 6, 2, 6))
(-3.799281459147892, (9, 11, 0), (4, 4, 5, 5))
(-3.799281459147892, (11, 9, 0), (5, 5, 4, 4))
(-3.798875560779164, (10, 10, 0), (2, 7, 4, 5))
(-3.7988755607791633, (10, 10, 0), (4, 5, 2, 7))
(-3.751937384234158, (9, 11, 0), (4, 4, 2, 8))
(-3.7519373842341572, (11, 9, 0), (2, 8, 4, 4))
(-3.730258309207836, (11, 9, 0), (3, 7, 2, 6))
(-3.7302583092078354, (9, 11, 0), (2, 6, 3, 7))
(-3.5631481520080244, (10, 10, 0), (4, 5, 4, 5))
(-3.5156997089070083, (10, 10, 0), (2, 7, 3, 6))
(-3.515699708907008, (10, 10, 0), (3, 6, 2, 7))
(-3.451388671292144, (9, 11, 0), (3, 5, 4, 6))
(-3.451388671292144, (11, 9, 0), (4, 6, 3, 5))
(-3.328355409833961, (9, 11, 0), (4, 4, 4, 6))
(-3.3283554098339607, (11, 9, 0), (4, 6, 4, 4))
(-3.2434211206605816, (10, 10, 0), (3, 6, 4, 5))
(-3.243421120660581, (10, 10, 0), (4, 5, 3, 6))
(-3.242173315403235, (11, 9, 0), (3, 7, 3, 5))
(-3.2421733154032344, (9, 11, 0), (3, 5, 3, 7))
(-3.0999525737373506, (9, 11, 0), (4, 4, 3, 7))
(-3.0999525737373497, (11, 9, 0), (3, 7, 4, 4))
(-2.9331645100571944, (10, 10, 0), (3, 6, 3, 6))
(-2.6450782550782543, (10, 9, 0), (0, 9, 0, 8))
(-2.6450782550782534, (9, 10, 0), (0, 8, 0, 9))
(-2.2401430029300853, (8, 11, 0), (0, 7, 1, 9))
(-2.240143002930085, (11, 8, 0), (1, 9, 0, 7))
(-2.0983388937265923, (11, 8, 0), (5, 5, 0, 7))
(-2.0983388937265905, (8, 11, 0), (0, 7, 5, 5))
(-1.7331979971782605, (9, 10, 0), (1, 7, 0, 9))
(-1.7331979971782587, (10, 9, 0), (0, 9, 1, 7))
(-1.6495695532537629, (10, 9, 0), (1, 8, 0, 8))
(-1.6495695532537624, (9, 10, 0), (0, 8, 1, 8))
(-1.6377838768089958, (11, 8, 0), (1, 9, 1, 6))
(-1.6377838768089956, (8, 11, 0), (1, 6, 1, 9))
(-1.533749340653717, (11, 8, 0), (5, 5, 1, 6))
(-1.533749340653716, (8, 11, 0), (1, 6, 5, 5))
(-1.3340566808414396, (8, 11, 0), (0, 7, 4, 6))
(-1.3340566808414394, (11, 8, 0), (4, 6, 0, 7))
(-1.0995652713299773, (9, 10, 0), (0, 8, 4, 5))
(-1.0995652713299773, (10, 9, 0), (4, 5, 0, 8))
(-1.0654272384535552, (9, 10, 0), (1, 7, 1, 8))
(-1.0654272384535552, (10, 9, 0), (1, 8, 1, 7))
(-1.0275824580007673, (8, 11, 0), (2, 5, 1, 9))
(-1.0275824580007669, (11, 8, 0), (1, 9, 2, 5))
(-1.0146226193175947, (8, 11, 0), (0, 7, 2, 8))
(-1.0146226193175947, (11, 8, 0), (2, 8, 0, 7))
(-0.9806211478970406, (11, 8, 0), (5, 5, 2, 5))
(-0.9806211478970401, (8, 11, 0), (2, 5, 5, 5))
(-0.9366815292634265, (8, 11, 0), (1, 6, 4, 6))
(-0.9366815292634265, (11, 8, 0), (4, 6, 1, 6))
(-0.7611925061483533, (11, 8, 0), (2, 8, 1, 6))
(-0.7611925061483524, (8, 11, 0), (1, 6, 2, 8))
(-0.7478350596771635, (9, 10, 0), (2, 6, 0, 9))
(-0.747835059677163, (10, 9, 0), (0, 9, 2, 6))
(-0.678538801025256, (9, 10, 0), (1, 7, 4, 5))
(-0.678538801025256, (10, 9, 0), (4, 5, 1, 7))
(-0.6112063426769332, (10, 9, 0), (0, 9, 4, 4))
(-0.6112063426769323, (9, 10, 0), (4, 4, 0, 9))
(-0.6009333522437239, (8, 11, 0), (1, 6, 3, 7))
(-0.600933352243723, (11, 8, 0), (3, 7, 1, 6))
(-0.5764135304266875, (10, 9, 0), (2, 7, 0, 8))
(-0.5764135304266844, (9, 10, 0), (0, 8, 2, 7))
(-0.5353283063714835, (8, 11, 0), (0, 7, 3, 7))
(-0.5353283063714827, (11, 8, 0), (3, 7, 0, 7))
(-0.46815951288316215, (11, 8, 0), (2, 8, 2, 5))
(-0.46815951288316127, (8, 11, 0), (2, 5, 2, 8))
(-0.46613576009473867, (9, 10, 0), (3, 5, 0, 9))
(-0.4661357600947369, (10, 9, 0), (0, 9, 3, 5))
(-0.46039942689358826, (8, 11, 0), (3, 4, 1, 9))
(-0.4603994268935878, (11, 8, 0), (1, 9, 3, 4))
(-0.42720603768046006, (11, 8, 0), (4, 6, 2, 5))
(-0.42720603768045917, (8, 11, 0), (2, 5, 4, 6))
(-0.41965016064087335, (9, 10, 0), (3, 5, 1, 8))
(-0.41965016064087246, (10, 9, 0), (1, 8, 3, 5))
(-0.40738755854854913, (9, 10, 0), (2, 6, 1, 8))
(-0.40738755854854825, (10, 9, 0), (1, 8, 2, 6))
(-0.3270557967019374, (9, 10, 0), (1, 7, 2, 7))
(-0.32705579670193696, (10, 9, 0), (2, 7, 1, 7))
(-0.2914180006830578, (11, 8, 0), (5, 5, 3, 4))
(-0.29141800068305646, (8, 11, 0), (3, 4, 5, 5))
(-0.2623851369183212, (10, 9, 0), (3, 6, 1, 7))
(-0.26238513691832077, (9, 10, 0), (1, 7, 3, 6))
(-0.2567149379688094, (10, 9, 0), (1, 8, 4, 4))
(-0.2567149379688085, (9, 10, 0), (4, 4, 1, 8))
(-0.20511858941425398, (10, 9, 0), (3, 6, 0, 8))
(-0.2051185894142531, (9, 10, 0), (0, 8, 3, 6))
(-0.11264173980228698, (9, 10, 0), (2, 6, 4, 5))
(-0.11264173980228698, (10, 9, 0), (4, 5, 2, 6))
(-0.06365265524525698, (8, 11, 0), (2, 5, 3, 7))
(-0.0636526552452561, (11, 8, 0), (3, 7, 2, 5))
(0.013097860243758142, (9, 10, 0), (2, 6, 2, 7))
(0.013097860243758586, (10, 9, 0), (2, 7, 2, 6))
(0.07421554322870172, (9, 10, 0), (3, 5, 4, 5))
(0.07421554322870172, (10, 9, 0), (4, 5, 3, 5))
(0.12539258127493413, (10, 9, 0), (4, 5, 4, 4))
(0.12539258127493458, (9, 10, 0), (4, 4, 4, 5))
(0.25155530927029357, (8, 11, 0), (3, 4, 4, 6))
(0.25155530927029357, (11, 8, 0), (4, 6, 3, 4))
(0.2527356142918249, (9, 10, 0), (3, 5, 2, 7))
(0.2527356142918262, (10, 9, 0), (2, 7, 3, 5))
(0.30020510194817085, (11, 8, 0), (2, 8, 3, 4))
(0.3002051019481726, (8, 11, 0), (3, 4, 2, 8))
(0.3243606759556572, (9, 10, 0), (2, 6, 3, 6))
(0.3243606759556572, (10, 9, 0), (3, 6, 2, 6))
(0.3473207383288641, (10, 9, 0), (2, 7, 4, 4))
(0.34732073832886545, (9, 10, 0), (4, 4, 2, 7))
(0.5232274180733114, (9, 10, 0), (3, 5, 3, 6))
(0.5232274180733123, (10, 9, 0), (3, 6, 3, 5))
(0.5859712573738447, (10, 9, 0), (3, 6, 4, 4))
(0.5859712573738451, (9, 10, 0), (4, 4, 3, 6))
(0.6410837444596984, (8, 11, 0), (3, 4, 3, 7))
(0.6410837444596988, (11, 8, 0), (3, 7, 3, 4))
(0.8459311156679565, (11, 7, 0), (5, 5, 1, 5))
(0.8459311156679583, (7, 11, 0), (1, 5, 5, 5))
(0.8743855559645051, (11, 7, 0), (5, 5, 0, 6))
(0.8743855559645068, (7, 11, 0), (0, 6, 5, 5))
(1.4976057948636463, (7, 11, 0), (1, 5, 4, 6))
(1.4976057948636468, (11, 7, 0), (4, 6, 1, 5))
(1.6192956080726988, (11, 7, 0), (5, 5, 2, 4))
(1.6192956080726997, (7, 11, 0), (2, 4, 5, 5))
(1.6383122501853153, (11, 7, 0), (1, 9, 1, 5))
(1.6383122501853162, (7, 11, 0), (1, 5, 1, 9))
(1.7007252573462213, (7, 11, 0), (0, 6, 4, 6))
(1.7007252573462217, (11, 7, 0), (4, 6, 0, 6))
(1.8510088157456581, (7, 11, 0), (0, 6, 1, 9))
(1.851008815745659, (11, 7, 0), (1, 9, 0, 6))
(1.8789475010652037, (10, 8, 0), (4, 5, 1, 6))
(1.8789475010652041, (8, 10, 0), (1, 6, 4, 5))
(1.9635092745538898, (11, 7, 0), (3, 7, 1, 5))
(1.9635092745538902, (7, 11, 0), (1, 5, 3, 7))
(2.0558885444334356, (11, 7, 0), (2, 8, 1, 5))
(2.0558885444334365, (7, 11, 0), (1, 5, 2, 8))
(2.0762474052005793, (10, 8, 0), (4, 5, 2, 5))
(2.0762474052005797, (8, 10, 0), (2, 5, 4, 5))
(2.1040122558040517, (8, 10, 0), (0, 7, 4, 5))
(2.1040122558040517, (10, 8, 0), (4, 5, 0, 7))
(2.185138459751463, (11, 7, 0), (5, 5, 3, 3))
(2.1851384597514647, (7, 11, 0), (3, 3, 5, 5))
(2.2290869325278866, (7, 11, 0), (2, 4, 4, 6))
(2.2290869325278875, (11, 7, 0), (4, 6, 2, 4))
(2.289508114005018, (8, 10, 0), (1, 6, 1, 8))
(2.289508114005019, (10, 8, 0), (1, 8, 1, 6))
(2.402209152316613, (8, 10, 0), (1, 6, 3, 6))
(2.402209152316613, (10, 8, 0), (3, 6, 1, 6))
(2.4447161938938256, (10, 8, 0), (0, 9, 1, 6))
(2.4447161938938264, (8, 10, 0), (1, 6, 0, 9))
(2.4471379033762926, (11, 7, 0), (1, 9, 2, 4))
(2.4471379033762943, (7, 11, 0), (2, 4, 1, 9))
(2.4602207392996855, (8, 10, 0), (2, 5, 1, 8))
(2.4602207392996864, (10, 8, 0), (1, 8, 2, 5))
(2.467409275683752, (9, 9, 0), (3, 5, 1, 7))
(2.4674092756837527, (9, 9, 0), (1, 7, 3, 5))
(2.4875608244936305, (9, 9, 0), (1, 7, 1, 7))
(2.4976633244045696, (8, 10, 0), (2, 5, 2, 7))
(2.4976633244045696, (10, 8, 0), (2, 7, 2, 5))
(2.4996551894384718, (11, 7, 0), (2, 8, 0, 6))
(2.4996551894384744, (7, 11, 0), (0, 6, 2, 8))
(2.5549894572804774, (11, 7, 0), (2, 8, 2, 4))
(2.554989457280479, (7, 11, 0), (2, 4, 2, 8))
(2.5575462451778237, (8, 10, 0), (0, 7, 1, 8))
(2.5575462451778237, (10, 8, 0), (1, 8, 0, 7))
(2.570921922146766, (9, 9, 0), (1, 7, 4, 4))
(2.570921922146766, (9, 9, 0), (4, 4, 1, 7))
(2.57721909435701, (8, 10, 0), (1, 6, 2, 7))
(2.57721909435701, (10, 8, 0), (2, 7, 1, 6))
(2.5965294135688866, (8, 10, 0), (0, 7, 0, 9))
(2.5965294135688866, (10, 8, 0), (0, 9, 0, 7))
(2.6052865084584327, (8, 10, 0), (2, 5, 3, 6))
(2.6052865084584327, (10, 8, 0), (3, 6, 2, 5))
(2.6340087576252436, (8, 10, 0), (3, 4, 4, 5))
(2.6340087576252436, (10, 8, 0), (4, 5, 3, 4))
(2.661022018916757, (6, 11, 0), (0, 5, 5, 5))
(2.661022018916757, (11, 6, 0), (5, 5, 0, 5))
(2.6614013704488055, (11, 7, 0), (3, 7, 0, 6))
(2.6614013704488073, (7, 11, 0), (0, 6, 3, 7))
(2.66301502975541, (9, 9, 0), (2, 6, 2, 6))
(2.700603858430872, (9, 9, 0), (1, 7, 2, 6))
(2.700603858430872, (9, 9, 0), (2, 6, 1, 7))
(2.7151614926631518, (9, 9, 0), (3, 5, 2, 6))
(2.7151614926631527, (9, 9, 0), (2, 6, 3, 5))
(2.717441377452711, (11, 7, 0), (3, 7, 2, 4))
(2.7174413774527117, (7, 11, 0), (2, 4, 3, 7))
(2.7389308912335237, (9, 9, 0), (1, 7, 0, 8))
(2.7389308912335255, (9, 9, 0), (0, 8, 1, 7))
(2.7421927195611406, (11, 7, 0), (1, 9, 3, 3))
(2.7421927195611415, (7, 11, 0), (3, 3, 1, 9))
(2.7458567774889375, (9, 9, 0), (3, 5, 3, 5))
(2.7616233069926124, (9, 9, 0), (2, 6, 4, 4))
(2.7616233069926124, (9, 9, 0), (4, 4, 2, 6))
(2.768097986035293, (9, 9, 0), (3, 5, 4, 4))
(2.768097986035293, (9, 9, 0), (4, 4, 3, 5))
(2.7784453592503113, (9, 9, 0), (4, 4, 4, 4))
(2.784815018020458, (7, 11, 0), (3, 3, 4, 6))
(2.784815018020458, (11, 7, 0), (4, 6, 3, 3))
(2.821685933820222, (10, 8, 0), (0, 9, 2, 5))
(2.821685933820223, (8, 10, 0), (2, 5, 0, 9))
(2.846577181275322, (8, 10, 0), (3, 4, 1, 8))
(2.846577181275322, (10, 8, 0), (1, 8, 3, 4))
(2.852803878268273, (11, 6, 0), (5, 5, 1, 4))
(2.852803878268274, (6, 11, 0), (1, 4, 5, 5))
(2.8807543333859154, (9, 9, 0), (0, 8, 0, 8))
(2.941850725813573, (9, 9, 0), (0, 8, 4, 4))
(2.941850725813573, (9, 9, 0), (4, 4, 0, 8))
(3.0629052920011692, (8, 10, 0), (0, 7, 2, 7))
(3.062905292001172, (10, 8, 0), (2, 7, 0, 7))
(3.115062054361831, (8, 10, 0), (3, 4, 2, 7))
(3.115062054361831, (10, 8, 0), (2, 7, 3, 4))
(3.1322102036894983, (8, 10, 0), (0, 7, 3, 6))
(3.132210203689499, (10, 8, 0), (3, 6, 0, 7))
(3.1379927792079503, (11, 7, 0), (2, 8, 3, 3))
(3.137992779207951, (7, 11, 0), (3, 3, 2, 8))
(3.162155846675972, (9, 9, 0), (2, 6, 0, 8))
(3.1621558466759736, (9, 9, 0), (0, 8, 2, 6))
(3.1647607079882616, (9, 9, 0), (3, 5, 0, 8))
(3.1647607079882643, (9, 9, 0), (0, 8, 3, 5))
(3.1771537004800074, (8, 10, 0), (3, 4, 3, 6))
(3.1771537004800074, (10, 8, 0), (3, 6, 3, 4))
(3.2799570354917824, (7, 11, 0), (3, 3, 3, 7))
(3.2799570354917824, (11, 7, 0), (3, 7, 3, 3))
(3.421745421024502, (7, 10, 0), (1, 5, 4, 5))
(3.421745421024502, (10, 7, 0), (4, 5, 1, 5))
(3.5028080751377964, (11, 6, 0), (5, 5, 2, 3))
(3.5028080751377972, (6, 11, 0), (2, 3, 5, 5))
(3.5345179674127056, (6, 11, 0), (0, 5, 4, 6))
(3.5345179674127056, (11, 6, 0), (4, 6, 0, 5))
(3.5534041510114047, (6, 11, 0), (1, 4, 4, 6))
(3.5534041510114047, (11, 6, 0), (4, 6, 1, 4))
(3.625572913283824, (8, 10, 0), (3, 4, 0, 9))
(3.625572913283824, (10, 8, 0), (0, 9, 3, 4))
(3.9899493945535527, (7, 10, 0), (2, 4, 4, 5))
(3.9899493945535527, (10, 7, 0), (4, 5, 2, 4))
(4.010400480950571, (7, 10, 0), (1, 5, 3, 6))
(4.010400480950571, (10, 7, 0), (3, 6, 1, 5))
(4.015407332850943, (7, 10, 0), (0, 6, 4, 5))
(4.015407332850943, (10, 7, 0), (4, 5, 0, 6))
(4.112316257229183, (11, 6, 0), (3, 7, 1, 4))
(4.112316257229184, (6, 11, 0), (1, 4, 3, 7))
(4.1618520272174635, (6, 11, 0), (2, 3, 4, 6))
(4.1618520272174635, (11, 6, 0), (4, 6, 2, 3))
(4.185998122296704, (8, 9, 0), (1, 6, 3, 5))
(4.185998122296704, (9, 8, 0), (3, 5, 1, 6))
(4.193953820320402, (9, 8, 0), (3, 5, 2, 5))
(4.193953820320404, (8, 9, 0), (2, 5, 3, 5))
(4.218329827279131, (8, 9, 0), (2, 5, 4, 4))
(4.218329827279131, (9, 8, 0), (4, 4, 2, 5))
(4.25181635708919, (8, 9, 0), (2, 5, 2, 6))
(4.25181635708919, (9, 8, 0), (2, 6, 2, 5))
(4.259804282435585, (8, 9, 0), (1, 6, 4, 4))
(4.259804282435585, (9, 8, 0), (4, 4, 1, 6))
(4.297976919880944, (11, 6, 0), (1, 9, 1, 4))
(4.297976919880945, (6, 11, 0), (1, 4, 1, 9))
(4.304935965880239, (7, 10, 0), (1, 5, 1, 8))
(4.304935965880239, (10, 7, 0), (1, 8, 1, 5))
(4.312049251058538, (11, 6, 0), (1, 9, 0, 5))
(4.312049251058542, (6, 11, 0), (0, 5, 1, 9))
(4.32674062714891, (7, 10, 0), (1, 5, 2, 7))
(4.32674062714891, (10, 7, 0), (2, 7, 1, 5))
(4.381840756422799, (11, 6, 0), (2, 8, 1, 4))
(4.3818407564228, (6, 11, 0), (1, 4, 2, 8))
(4.4965337089319855, (7, 10, 0), (3, 3, 4, 5))
(4.4965337089319855, (10, 7, 0), (4, 5, 3, 3))
(4.511257445568349, (8, 9, 0), (2, 5, 1, 7))
(4.511257445568349, (9, 8, 0), (1, 7, 2, 5))
(4.548521538568808, (8, 9, 0), (1, 6, 2, 6))
(4.548521538568808, (9, 8, 0), (2, 6, 1, 6))
(4.58647828699631, (7, 10, 0), (2, 4, 3, 6))
(4.58647828699631, (10, 7, 0), (3, 6, 2, 4))
(4.593556947223744, (11, 6, 0), (3, 7, 0, 5))
(4.593556947223746, (6, 11, 0), (0, 5, 3, 7))
(4.5960796541618425, (8, 9, 0), (1, 6, 1, 7))
(4.5960796541618425, (9, 8, 0), (1, 7, 1, 6))
(4.619539481845984, (11, 6, 0), (2, 8, 0, 5))
(4.619539481845986, (6, 11, 0), (0, 5, 2, 8))
(4.624945833105663, (7, 10, 0), (2, 4, 2, 7))
(4.624945833105663, (10, 7, 0), (2, 7, 2, 4))
(4.69558037636598, (11, 6, 0), (2, 8, 2, 3))
(4.695580376365981, (6, 11, 0), (2, 3, 2, 8))
(4.695730555635741, (8, 9, 0), (3, 4, 4, 4))
(4.695730555635741, (9, 8, 0), (4, 4, 3, 4))
(4.695902188537154, (8, 9, 0), (3, 4, 3, 5))
(4.695902188537154, (9, 8, 0), (3, 5, 3, 4))
(4.72402761846212, (6, 11, 0), (2, 3, 3, 7))
(4.72402761846212, (11, 6, 0), (3, 7, 2, 3))
