(-113.57250602854317, (4, 4, 1, 6))
(-113.46757246881086, (2, 5, 2, 6))
(-113.46757246881086, (2, 6, 2, 5))
(-112.23208607697774, (0, 4, 1, 9))
(-112.23208607697774, (1, 9, 0, 4))
(-110.88075928199768, (2, 7, 2, 4))
(-110.88075928199767, (2, 4, 2, 7))
(-103.70532295362017, (2, 3, 3, 7))
(-103.70532295362017, (3, 7, 2, 3))
(-103.7042847761114, (2, 3, 5, 5))
(-103.7042847761114, (5, 5, 2, 3))
(-100.51944216773938, (2, 7, 3, 3))
(-100.51944216773938, (3, 3, 2, 7))
(-99.19252986435649, (2, 5, 3, 5))
(-99.19252986435649, (3, 5, 2, 5))
(-98.05886353069016, (2, 3, 4, 6))
(-98.05886353069016, (4, 6, 2, 3))
(-94.87298274480938, (2, 4, 3, 6))
(-94.87298274480936, (3, 6, 2, 4))
(-94.74553733160545, (0, 9, 2, 3))
(-94.74553733160543, (2, 3, 0, 9))
(-93.54710861893524, (2, 6, 3, 4))
(-93.54710861893524, (3, 4, 2, 6))
(-92.886329872398, (2, 7, 0, 5))
(-92.88632987239798, (0, 5, 2, 7))
(-90.95925725461329, (2, 4, 4, 5))
(-90.95925725461329, (4, 5, 2, 4))
(-90.85742544349355, (0, 7, 2, 5))
(-90.85742544349355, (2, 5, 0, 7))
(-90.03651302258113, (0, 6, 2, 6))
(-90.03651302258112, (2, 6, 0, 6))
(-89.63338312873917, (2, 5, 4, 4))
(-89.63338312873917, (4, 4, 2, 5))
(-87.82219400826212, (0, 8, 2, 4))
(-87.82219400826212, (2, 4, 0, 8))
(-85.10926802815348, (3, 3, 3, 6))
(-85.10926802815348, (3, 6, 3, 3))
(-84.84303982910794, (0, 4, 2, 8))
(-84.84303982910794, (2, 8, 0, 4))
(-82.15751431231308, (1, 5, 1, 7))
(-82.15751431231308, (1, 7, 1, 5))
(-82.0838546386534, (1, 3, 1, 9))
(-82.0838546386534, (1, 9, 1, 3))
(-81.44442698684185, (3, 3, 4, 5))
(-81.44442698684185, (4, 5, 3, 3))
(-80.50230285710163, (1, 6, 1, 6))
(-80.11855286096772, (3, 4, 3, 5))
(-80.11855286096771, (3, 5, 3, 4))
(-79.93447068926946, (1, 4, 1, 8))
(-79.93447068926946, (1, 8, 1, 4))
(-79.5157553488823, (3, 6, 0, 5))
(-79.51575534888228, (0, 5, 3, 6))
(-78.67246530559224, (0, 5, 4, 5))
(-78.67246530559224, (4, 5, 0, 5))
(-77.94745698058392, (0, 6, 3, 5))
(-77.94745698058392, (3, 5, 0, 6))
(-77.69093651446595, (0, 8, 0, 5))
(-77.69093651446593, (0, 5, 0, 8))
(-76.57642800955495, (0, 8, 3, 3))
(-76.57642800955495, (3, 3, 0, 8))
(-74.9590017825312, (0, 6, 0, 7))
(-74.9590017825312, (0, 7, 0, 6))
(-74.12501275813969, (0, 4, 5, 5))
(-74.12501275813969, (5, 5, 0, 4))
(-72.66513929826624, (0, 7, 3, 4))
(-72.66513929826624, (3, 4, 0, 7))
(-72.066853992241, (1, 9, 2, 2))
(-72.066853992241, (2, 2, 1, 9))
(-71.00093683406376, (0, 6, 4, 4))
(-71.00093683406376, (4, 4, 0, 6))
(-70.80829057423485, (3, 4, 4, 4))
(-70.80829057423485, (4, 4, 3, 4))
(-70.14659117971811, (0, 4, 3, 7))
(-70.14659117971811, (3, 7, 0, 4))
(-68.54674737027679, (0, 4, 0, 9))
(-68.54674737027679, (0, 9, 0, 4))
(-68.02178265490959, (0, 4, 4, 6))
(-68.02178265490959, (4, 6, 0, 4))
(-63.821326970243376, (1, 8, 2, 3))
(-63.821326970243376, (2, 3, 1, 8))
(-62.96018810910452, (1, 5, 2, 6))
(-62.96018810910452, (2, 6, 1, 5))
(-62.49958204849847, (2, 5, 1, 6))
(-62.49958204849846, (1, 6, 2, 5))
(-59.324357273273684, (1, 4, 2, 7))
(-59.32435727327368, (2, 7, 1, 4))
(-59.27387442279083, (1, 3, 2, 8))
(-59.27387442279083, (2, 8, 1, 3))
(-57.75605890497531, (1, 7, 2, 4))
(-57.756058904975305, (2, 4, 1, 7))
(-54.97446794691377, (3, 5, 1, 5))
(-54.97446794691376, (1, 5, 3, 5))
(-54.40649670247194, (2, 2, 2, 8))
(-54.406496702471934, (2, 8, 2, 2))
(-52.47594954065542, (0, 5, 1, 7))
(-52.47594954065542, (1, 7, 0, 5))
(-51.9953137677596, (1, 3, 5, 5))
(-51.99531376775959, (5, 5, 1, 3))
(-51.77291923762512, (0, 7, 1, 5))
(-51.77291923762512, (1, 5, 0, 7))
(-51.659915832361655, (1, 7, 3, 3))
(-51.65991583236165, (3, 3, 1, 7))
(-50.86755793226382, (0, 6, 1, 6))
(-50.86755793226382, (1, 6, 0, 6))
(-50.14403171647754, (1, 4, 3, 6))
(-50.14403171647754, (3, 6, 1, 4))
(-48.68711020661485, (2, 5, 2, 5))
(-48.680761653207476, (1, 3, 3, 7))
(-48.68076165320747, (3, 7, 1, 3))
(-48.25445462690045, (1, 4, 4, 5))
(-48.25445462690045, (4, 5, 1, 4))
(-48.11512728757312, (3, 4, 1, 6))
(-48.11512728757311, (1, 6, 3, 4))
(-47.70152396622986, (0, 8, 1, 4))
(-47.70152396622986, (1, 4, 0, 8))
(-47.6521067168126, (0, 3, 1, 9))
(-47.6521067168126, (1, 9, 0, 3))
(-47.01904493854958, (2, 3, 2, 7))
(-47.01904493854958, (2, 7, 2, 3))
(-46.68615625860208, (1, 5, 4, 4))
(-46.686156258602075, (4, 4, 1, 5))
(-46.168562088066736, (2, 2, 5, 5))
(-46.168562088066736, (5, 5, 2, 2))
(-45.59657916902499, (1, 3, 4, 6))
(-45.59657916902499, (4, 6, 1, 3))
(-44.199559264265154, (0, 9, 1, 3))
(-44.199559264265154, (1, 3, 0, 9))
(-42.66206858157322, (2, 4, 2, 6))
(-42.66206858157322, (2, 6, 2, 4))
(-42.47159239109703, (2, 2, 3, 7))
(-42.47159239109703, (3, 7, 2, 2))
(-41.53648900119489, (0, 4, 1, 8))
(-41.53648900119489, (1, 8, 0, 4))
(-39.68291440241905, (2, 2, 4, 6))
(-39.68291440241905, (4, 6, 2, 2))
(-37.95379326555798, (0, 9, 2, 2))
(-37.95379326555798, (2, 2, 0, 9))
(-37.6727409845057, (0, 5, 2, 6))
(-37.672740984505694, (2, 6, 0, 5))
(-36.96971068147539, (0, 6, 2, 5))
(-36.96971068147539, (2, 5, 0, 6))
(-36.792432335466394, (2, 3, 3, 6))
(-36.79243233546639, (3, 6, 2, 3))
(-35.28527282830688, (2, 3, 4, 5))
(-35.28527282830688, (4, 5, 2, 3))
